dias_de_atraso
11
9
7
1
7
17
1
32
32
6
1
49
3
6
7
9
5
4
33
15
16
15
4
9
4
4
4
13
7
2
3
7
20
7
7
15
13
47
15
1
29
9
6
11
2
20
6
4
8
3
2
10
10
16
8
7
9
17
7
1
9
8
1
5
7
8
3
27
11
2
7
4
1
1
12
1
3
49
7
20
7
6
4
6
1
9
5
3
15
1
11
6
7
7
9
3
15
13
33
3
2
1
48
32
3
4
2
12
11
35
21
6
12
1
1
1
7
21
9
4
15
19
7
3
7
10
3
7
5
6
5
10
6
16
3
1
8
1
15
19
2
1
1
10
15
4
4
8
6
7
7
11
1
14
7
4
7
6
8
6
2
2
2
30
15
10
2
14
20
8
12
1
5
7
10
7
17
4
5
1
6
5
7
12
4
13
11
2
1
6
34
21
18
6
4
1
3
5
1
1
4
4
8
21
4
11
5
4
10
21
3
3
4
7
7
4
11
1
3
3
4
12
6
1
8
7
9
1
12
9
7
2
2
1
7
15
29
15
6
28
6
14
8
12
5
11
1
15
19
11
14
1
25
5
14
3
1
3
5
13
10
45
12
8
3
1
10
10
3
5
7
4
11
4
4
1
3
3
4
15
5
4
1
5
11
5
5
7
5
2
1
1
6
6
12
2
8
5
10
6
7
14
20
14
4
16
4
5
3
6
6
14
14
7
5
2
3
1
2
46
9
12
10
7
2
4
15
28
9
8
4
8
4
6
16
6
6
5
15
6
3
17
1
1
9
1
1
4
4
1
23
5
8
2
10
19
9
9
5
5
1
5
4
8
14
2
5
10
5
3
3
7
6
8
1
15
16
2
8
7
15
7
1
20
5
5
3
8
3
9
4
15
17
26
9
2
12
1
16
2
7
15
1
13
4
14
28
15
8
21
7
6
10
17
1
9
11
7
3
5
10
20
2
9
8
4
19
4
5
12
22
14
7
4
11
8
13
6
3
13
7
7
3
6
7
6
13
17
2
7
48
2
5
13
27
7
16
9
9
1
24
12
14
9
4
5
23
9
1
1
5
11
1
12
4
22
7
6
2
5
10
1
5
35
5
6
3
32
23
15
18
4
3
14
2
7
2
11
6
17
7
1
39
8
11
1
9
1
5
4
14
6
5
6
13
6
3
7
11
13
4
12
1
3
7
5
13
3
7
2
12
2
6
25
3
7
15
41
5
6
7
1
25
18
2
28
1
3
1
17
5
20
8
1
1
2
9
2
2
7
1
24
7
4
2
7
17
22
8
13
4
1
36
35
28
2
14
2
6
5
5
8
1
9
19
14
18
5
5
7
6
2
5
7
2
15
15
9
5
26
24
28
12
5
5
3
1
7
8
3
4
4
6
4
1
3
17
4
15
3
20
17
1
7
8
10
6
2
28
3
17
19
4
14
1
11
2
4
11
11
6
1
3
4
41
6
14
15
1
21
9
3
20
1
7
1
5
3
16
14
10
14
13
1
5
1
4
15
1
20
13
12
8
13
1
9
9
5
15
18
53
20
5
1
13
16
2
26
6
6
8
2
3
3
1
7
38
5
22
10
8
19
1
1
21
7
9
5
8
4
60
4
5
9
5
3
5
28
8
7
4
4
5
7
7
11
5
3
11
2
15
2
1
9
28
32
6
10
29
3
1
3
5
14
1
6
3
4
7
8
1
4
29
24
7
17
9
7
10
27
14
5
19
22
9
25
4
22
1
7
20
6
8
1
13
6
2
12
7
4
7
2
7
3
13
1
2
15
55
10
31
4
29
13
21
22
1
5
17
15
2
1
5
6
8
17
6
20
10
12
3
4
15
3
16
9
33
12
14
13
15
1
6
10
5
7
8
1
21
1
8
6
9
4
1
15
7
13
21
6
9
6
16
21
3
8
6
9
16
20
1
11
26
40
4
6
8
9
7
7
3
9
18
5
7
4
4
47
7
4
24
12
5
1
4
6
6
3
5
38
5
5
2
4
2
5
12
20
2
1
19
7
1
11
1
1
14
11
15
22
6
4
4
2
26
4
5
3
13
3
3
1
22
2
1
13
14
6
2
17
11
1
5
9
3
29
6
6
8
8
7
11
18
14
12
3
9
1
14
3
3
1
9
5
3
1
13
18
5
23
1
5
1
5
1
2
5
37
2
9
41
4
8
8
15
7
18
15
2
7
9
27
21
5
1
6
16
6
2
1
5
2
17
11
4
4
5
8
37
2
5
3
4
6
2
15
19
6
6
5
1
7
6
13
4
20
5
14
2
5
4
13
16
5
1
3
28
2
20
14
3
3
7
8
5
13
28
15
8
1
17
1
3
1
38
4
1
2
49
19
22
2
51
2
10
1
24
4
9
1
1
5
1
4
31
5
13
13
13
20
5
6
7
4
3
3
11
23
1
5
6
1
16
2
5
14
2
8
18
5
4
7
38
14
1
2
1
12
9
14
19
1
12
3
4
6
12
1
2
1
23
15
3
7
2
15
3
1
10
13
15
16
2
4
6
12
20
11
13
12
8
8
14
2
7
12
2
9
10
21
1
10
2
15
15
31
7
9
6
1
3
5
1
10
4
14
24
36
13
8
9
8
1
9
1
8
8
3
8
6
6
8
1
2
9
7
19
1
8
6
7
3
9
13
16
3
10
4
3
3
13
1
19
3
5
2
3
4
15
31
6
58
23
2
20
16
4
9
10
1
14
5
15
19
29
3
14
6
3
1
2
27
7
4
21
15
58
2
1
14
1
8
8
5
10
3
9
7
3
2
5
22
6
3
43
4
3
1
3
13
2
7
16
1
3
2
7
25
3
2
8
6
10
3
12
3
5
6
7
6
13
25
24
5
3
1
13
6
3
2
2
7
17
2
2
21
29
16
5
9
5
10
1
10
6
1
7
3
1
4
5
13
8
10
1
28
3
8
2
6
1
14
2
22
20
12
2
14
5
12
16
1
6
26
2
3
1
1
11
8
5
4
11
5
3
1
2
49
8
4
2
1
1
7
10
10
1
3
1
10
23
26
29
6
5
6
15
58
1
29
8
9
2
1
7
1
9
2
12
5
7
8
4
25
2
2
6
4
10
5
13
19
11
54
22
1
1
7
2
10
8
8
36
43
8
7
4
2
2
6
12
2
7
50
18
13
1
3
11
2
9
4
12
4
2
2
3
2
40
13
7
5
9
3
1
14
57
6
11
1
20
3
13
13
5
6
6
10
6
1
18
5
9
8
2
4
15
3
1
13
17
5
3
1
9
1
1
3
4
12
6
2
7
2
20
9
4
8
30
5
12
7
7
5
7
6
23
2
1
35
12
5
15
3
4
1
7
2
3
1
1
3
5
5
3
3
1
7
6
7
13
21
37
1
10
2
12
7
4
11
8
1
11
5
2
7
44
1
2
4
4
7
4
15
5
27
8
1
25
2
17
9
9
5
17
6
1
2
10
1
6
1
14
5
9
32
21
7
2
3
3
8
1
2
3
9
10
8
1
5
12
6
3
6
1
22
30
1
24
6
6
14
25
5
30
12
2
3
12
7
5
31
5
11
6
6
11
16
10
21
27
12
1
2
7
8
2
1
9
7
1
1
32
4
21
29
14
2
6
2
2
6
4
27
3
7
21
7
23
11
6
2
6
5
14
5
2
4
1
11
9
1
7
14
7
3
2
14
1
8
28
1
4
4
3
5
23
9
4
3
1
5
7
7
23
15
4
7
13
3
4
14
21
10
7
1
7
24
5
7
9
20
18
5
5
3
27
14
4
6
6
6
4
35
2
1
6
1
6
27
28
2
2
1
1
8
35
11
2
14
2
4
9
21
7
7
6
2
4
6
3
14
4
12
7
24
15
16
5
8
1
5
14
9
5
1
5
7
8
1
3
3
3
6
6
10
3
8
4
5
12
8
12
9
16
1
8
2
6
20
3
1
8
29
2
17
27
1
4
6
2
6
16
1
1
1
2
1
1
1
8
7
11
4
37
1
7
8
48
5
36
3
14
1
15
7
5
7
2
1
1
12
4
32
3
33
12
2
1
1
11
2
1
1
19
8
24
7
13
8
10
6
7
13
5
1
21
21
27
23
2
1
7
1
10
5
7
2
33
1
16
7
6
1
5
1
1
23
5
2
13
23
15
25
2
15
5
1
3
11
1
51
4
1
7
8
7
4
24
1
6
9
11
21
3
1
13
7
5
5
15
2
7
1
4
14
7
35
16
5
1
8
14
28
3
7
5
2
4
5
1
2
15
4
17
9
2
6
27
3
7
10
1
18
5
8
1
20
10
1
17
5
15
1
2
20
21
53
7
9
4
4
2
1
12
2
5
5
1
5
7
10
18
19
1
7
2
1
7
8
5
